"subject","target","trial","race","object","time","response"
6,"b01",90,"black","nogun","519","correct"
7,"b11",90,"black","nogun","693","correct"
8,"w94",90,"white","nogun","602","correct"
9,"b16",90,"black","gun","455","correct"
10,"w94",90,"white","nogun","397","incorrect"
11,"w01",90,"white","nogun","643","correct"
12,"w19",90,"white","nogun","753","correct"
13,"b10",90,"black","gun","556","correct"
14,"b97",90,"black","gun","549","correct"
15,"b04",90,"black","gun","624","correct"
16,"b05",90,"black","nogun","715","correct"
17,"b96",90,"black","gun","563","correct"
18,"b97",90,"black","nogun","766","correct"
19,"w17",90,"white","gun","599","correct"
20,"w01",90,"white","nogun",".","timeout"
21,"w07",90,"white","nogun","604","correct"
22,"w19",90,"white","nogun","627","correct"
23,"w03",90,"white","gun","583","correct"
24,"w99",90,"white","nogun","704","correct"
25,"b08",90,"black","nogun","688","correct"
26,"w95",90,"white","gun","835","correct"
27,"b95",90,"black","gun","597","correct"
28,"w95",90,"white","gun","743","correct"
29,"b17",90,"black","nogun","681","correct"
30,"b05",90,"black","gun","589","correct"
31,"b17",90,"black","gun","796","correct"
32,"w15",90,"white","nogun","491","correct"
33,"w11",90,"white","nogun","593","correct"
34,"b13",90,"black","nogun","788","correct"
35,"b95",90,"black","gun","844","correct"
36,"b94",90,"black","nogun","554","correct"
1,"w17",91,"white","nogun","640","correct"
2,"b03",91,"black","gun","530","correct"
3,"b93",91,"black","nogun","585","correct"
4,"w01",91,"white","gun","538","correct"
5,"w93",91,"white","nogun","586","correct"
6,"w13",91,"white","gun","574","correct"
7,"b02",91,"black","nogun","621","correct"
8,"w19",91,"white","nogun","645","correct"
9,"b07",91,"black","nogun","441","incorrect"
10,"w08",91,"white","gun","701","correct"
11,"w96",91,"white","nogun",".","timeout"
12,"w03",91,"white","gun","635","correct"
13,"b14",91,"black","nogun","728","correct"
14,"b92",91,"black","nogun","628","correct"
15,"b96",91,"black","gun","450","correct"
16,"b09",91,"black","gun","599","correct"
17,"w01",91,"white","nogun","764","correct"
18,"w05",91,"white","nogun","719","correct"
19,"w90",91,"white","nogun","618","correct"
20,"b98",91,"black","nogun","717","correct"
21,"w90",91,"white","gun","410","correct"
22,"w06",91,"white","gun","709","correct"
23,"w91",91,"white","gun","636","correct"
24,"b12",91,"black","gun","548","correct"
25,"w17",91,"white","gun","640","correct"
26,"b90",91,"black","gun","633","correct"
27,"w07",91,"white","nogun","566","correct"
28,"w04",91,"white","gun","508","correct"
29,"b10",91,"black","gun","731","correct"
30,"b93",91,"black","gun","630","correct"
31,"b94",91,"black","gun","433","correct"
32,"b05",91,"black","nogun","806","correct"
33,"b91",91,"black","gun","465","correct"
34,"w99",91,"white","nogun","562","correct"
35,"w16",91,"white","gun","548","correct"
36,"w01",91,"white","gun","619","correct"
1,"b16",92,"black","nogun","540","correct"
2,"w08",92,"white","gun","607","correct"
3,"w90",92,"white","nogun","553","correct"
4,"b03",92,"black","gun","517","correct"
5,"b99",92,"black","gun","575","correct"
6,"w91",92,"white","gun","573","correct"
7,"w99",92,"white","nogun","699","correct"
8,"w90",92,"white","gun","547","correct"
9,"b90",92,"black","nogun","819","correct"
10,"b03",92,"black","nogun","634","correct"
11,"w19",92,"white","nogun","607","correct"
12,"w07",92,"white","nogun","596","correct"
13,"b93",92,"black","nogun","702","correct"
14,"w97",92,"white","nogun","610","correct"
15,"b07",92,"black","gun","402","correct"
16,"b99",92,"black","gun","540","correct"
17,"w92",92,"white","gun",".","timeout"
18,"w97",92,"white","nogun",".","timeout"
19,"b17",92,"black","gun","593","correct"
20,"b14",92,"black","nogun","675","correct"
21,"b08",92,"black","nogun","648","correct"
22,"w93",92,"white","gun","612","correct"
23,"b98",92,"black","nogun","660","correct"
24,"b03",92,"black","nogun",".","timeout"
25,"b17",92,"black","gun","602","correct"
26,"w98",92,"white","nogun","704","correct"
27,"b99",92,"black","gun","483","correct"
28,"b92",92,"black","nogun","573","correct"
29,"w96",92,"white","nogun","734","correct"
30,"w99",92,"white","nogun","834","correct"
31,"b12",92,"black","gun","494","correct"
32,"w93",92,"white","nogun","523","correct"
33,"b94",92,"black","gun","455","correct"
34,"b04",92,"black","gun","623","correct"
35,"b13",92,"black","gun","560","correct"
36,"b07",92,"black","nogun","736","correct"
1,"b14",93,"black","gun","679","correct"
2,"w14",93,"white","nogun","634","correct"
3,"b16",93,"black","nogun","626","correct"
4,"w15",93,"white","nogun","601","correct"
5,"b12",93,"black","gun","515","correct"
6,"b14",93,"black","gun","516","correct"
7,"w19",93,"white","nogun","679","correct"
8,"w16",93,"white","gun","633","correct"
9,"b04",93,"black","nogun","671","incorrect"
10,"w02",93,"white","nogun","620","correct"
11,"w98",93,"white","gun","523","correct"
12,"w06",93,"white","nogun",".","timeout"
13,"b07",93,"black","nogun",".","timeout"
14,"w91",93,"white","nogun","583","correct"
15,"b04",93,"black","nogun","692","correct"
16,"w93",93,"white","nogun","620","correct"
17,"w16",93,"white","gun","552","correct"
18,"w17",93,"white","nogun","606","correct"
19,"b02",93,"black","gun","604","correct"
20,"b13",93,"black","gun","545","correct"
21,"w94",93,"white","gun","468","correct"
22,"b02",93,"black","nogun","551","correct"
23,"b94",93,"black","nogun","642","correct"
24,"b05",93,"black","nogun","698","correct"
25,"b16",93,"black","gun","551","correct"
26,"w05",93,"white","gun","514","correct"
27,"w96",93,"white","gun","506","correct"
28,"w90",93,"white","nogun","649","correct"
29,"w97",93,"white","gun","593","correct"
30,"w08",93,"white","gun","499","correct"
31,"w07",93,"white","gun","569","correct"
32,"w11",93,"white","gun","592","correct"
33,"w93",93,"white","nogun","576","correct"
34,"b92",93,"black","gun","606","correct"
35,"w98",93,"white","gun","512","correct"
36,"b08",93,"black","nogun",".","timeout"
1,"w99",94,"white","nogun","621","correct"
2,"b94",94,"black","gun","832","correct"
3,"w90",94,"white","gun","500","correct"
4,"b08",94,"black","gun","443","correct"
5,"w19",94,"white","nogun","505","correct"
6,"w17",94,"white","nogun","648","correct"
7,"w06",94,"white","gun","770","correct"
8,"w05",94,"white","nogun","730","correct"
9,"w14",94,"white","nogun",".","timeout"
10,"w07",94,"white","nogun","513","correct"
11,"w94",94,"white","nogun","527","correct"
12,"b92",94,"black","gun","564","correct"
13,"b02",94,"black","nogun","664","correct"
14,"b03",94,"black","nogun","600","correct"
15,"b90",94,"black","gun","668","correct"
16,"w92",94,"white","gun","594","correct"
17,"b14",94,"black","gun","582","correct"
18,"b16",94,"black","gun","558","correct"
19,"w17",94,"white","nogun","843","incorrect"
20,"w07",94,"white","gun","581","incorrect"
21,"w04",94,"white","nogun","531","correct"
22,"b01",94,"black","gun","544","correct"
23,"b04",94,"black","nogun","578","correct"
24,"w93",94,"white","gun","584","correct"
25,"w93",94,"white","nogun","516","correct"
26,"b03",94,"black","nogun","552","correct"
27,"w04",94,"white","gun","578","correct"
28,"w94",94,"white","nogun","551","correct"
29,"b91",94,"black","gun","517","correct"
30,"w92",94,"white","gun","690","correct"
31,"w17",94,"white","gun","672","correct"
32,"b90",94,"black","gun","588","correct"
33,"b91",94,"black","nogun","594","correct"
34,"w13",94,"white","nogun","603","correct"
35,"w05",94,"white","gun","491","correct"
36,"w06",94,"white","nogun","713","correct"
1,"b13",95,"black","gun","489","correct"
2,"b93",95,"black","nogun","541","correct"
3,"b14",95,"black","nogun","684","correct"
4,"b11",95,"black","nogun","569","correct"
5,"w16",95,"white","nogun","660","correct"
6,"b92",95,"black","gun","513","correct"
7,"b94",95,"black","nogun","570","correct"
8,"b13",95,"black","nogun","779","correct"
9,"w95",95,"white","nogun","528","correct"
10,"w92",95,"white","nogun","521","correct"
11,"b91",95,"black","gun","508","correct"
12,"b04",95,"black","nogun","732","correct"
13,"b08",95,"black","gun","611","correct"
14,"b13",95,"black","nogun","633","correct"
15,"w08",95,"white","gun","575","correct"
16,"b94",95,"black","nogun","808","correct"
17,"b13",95,"black","nogun","718","correct"
18,"w99",95,"white","gun","618","correct"
19,"b04",95,"black","nogun","655","correct"
20,"b92",95,"black","gun","721","correct"
21,"w01",95,"white","gun","555","correct"
22,"w16",95,"white","nogun","590","correct"
23,"b96",95,"black","nogun","526","correct"
24,"w16",95,"white","gun","580","correct"
25,"b13",95,"black","gun","494","correct"
26,"w90",95,"white","gun","483","correct"
27,"w91",95,"white","nogun","519","correct"
28,"w14",95,"white","gun","527","correct"
29,"w16",95,"white","nogun","624","correct"
30,"w90",95,"white","nogun","670","correct"
31,"w95",95,"white","gun","545","correct"
32,"w14",95,"white","nogun","498","correct"
33,"w13",95,"white","nogun","557","correct"
34,"b98",95,"black","gun","579","correct"
35,"w91",95,"white","gun","501","correct"
36,"b17",95,"black","gun","631","correct"
1,"w06",96,"white","gun","570","correct"
2,"w05",96,"white","nogun","775","correct"
3,"b99",96,"black","gun","538","correct"
4,"b01",96,"black","nogun","625","correct"
5,"w95",96,"white","gun","722","correct"
6,"b94",96,"black","gun","506","correct"
7,"b97",96,"black","gun","547","correct"
8,"w06",96,"white","gun","841","correct"
9,"w95",96,"white","gun","670","correct"
10,"b02",96,"black","nogun","476","correct"
11,"b01",96,"black","nogun","668","correct"
12,"w93",96,"white","gun","591","correct"
13,"w93",96,"white","nogun","670","correct"
14,"w04",96,"white","gun","481","correct"
15,"w98",96,"white","nogun","570","correct"
16,"b95",96,"black","gun","452","correct"
17,"b11",96,"black","nogun","671","correct"
18,"w02",96,"white","nogun","558","correct"
19,"w13",96,"white","nogun","585","correct"
20,"w14",96,"white","gun","652","correct"
21,"b14",96,"black","gun","541","correct"
22,"b09",96,"black","gun","674","correct"
23,"w17",96,"white","nogun","646","correct"
24,"b02",96,"black","gun","591","correct"
25,"w03",96,"white","gun","415","correct"
26,"w02",96,"white","nogun","550","correct"
27,"w97",96,"white","nogun","636","correct"
28,"b11",96,"black","gun","671","correct"
29,"w95",96,"white","nogun","495","correct"
30,"b11",96,"black","gun","701","correct"
31,"b91",96,"black","nogun","573","correct"
32,"b96",96,"black","nogun","503","correct"
33,"w16",96,"white","nogun","519","correct"
34,"b92",96,"black","nogun","638","correct"
35,"w08",96,"white","nogun","698","correct"
36,"w13",96,"white","nogun","560","correct"
1,"w91",97,"white","nogun","566","correct"
2,"w02",97,"white","nogun","558","correct"
3,"b09",97,"black","nogun","589","correct"
4,"w06",97,"white","nogun","615","correct"
5,"b94",97,"black","nogun","687","correct"
6,"b97",97,"black","gun","419","correct"
7,"b05",97,"black","gun","453","correct"
8,"w97",97,"white","gun","606","correct"
9,"w05",97,"white","nogun","779","correct"
10,"w92",97,"white","gun","845","correct"
11,"b03",97,"black","nogun","557","correct"
12,"w07",97,"white","gun","611","correct"
13,"w11",97,"white","nogun","617","correct"
14,"b09",97,"black","gun","546","correct"
15,"w90",97,"white","nogun","644","correct"
16,"w98",97,"white","gun","501","correct"
17,"b91",97,"black","gun","542","correct"
18,"w01",97,"white","nogun","777","correct"
19,"b98",97,"black","gun","598","correct"
20,"w05",97,"white","gun","615","correct"
21,"w16",97,"white","gun","563","correct"
22,"w95",97,"white","nogun","536","correct"
23,"w99",97,"white","nogun","658","correct"
24,"w02",97,"white","nogun","621","correct"
25,"b10",97,"black","gun","551","correct"
26,"w91",97,"white","gun","589","correct"
27,"w15",97,"white","nogun","480","correct"
28,"b04",97,"black","nogun","681","correct"
29,"w19",97,"white","gun","495","correct"
30,"w15",97,"white","nogun","570","correct"
31,"b14",97,"black","gun","488","correct"
32,"w02",97,"white","nogun","471","correct"
33,"w13",97,"white","gun","710","correct"
34,"b08",97,"black","nogun","592","correct"
35,"w19",97,"white","nogun","703","correct"
36,"b10",97,"black","gun","721","correct"
1,"b07",98,"black","nogun","714","correct"
2,"b17",98,"black","gun","687","correct"
3,"b97",98,"black","gun","642","correct"
4,"b13",98,"black","nogun","841","correct"
5,"w91",98,"white","gun","671","correct"
6,"b05",98,"black","gun","505","correct"
7,"b95",98,"black","nogun","623","correct"
8,"w99",98,"white","gun","520","correct"
9,"w15",98,"white","nogun","511","correct"
10,"b03",98,"black","gun","381","correct"
11,"w17",98,"white","gun","793","correct"
12,"b94",98,"black","gun","539","correct"
13,"b92",98,"black","gun","645","correct"
14,"w06",98,"white","nogun",".","timeout"
15,"b05",98,"black","gun","554","correct"
16,"w94",98,"white","nogun","551","correct"
17,"b05",98,"black","gun","626","correct"
18,"w98",98,"white","gun","533","correct"
19,"w01",98,"white","gun","565","correct"
20,"b94",98,"black","gun","503","correct"
21,"w06",98,"white","nogun","623","correct"
22,"b94",98,"black","nogun","686","correct"
23,"w11",98,"white","nogun","753","correct"
24,"b10",98,"black","nogun",".","timeout"
25,"b08",98,"black","gun","539","correct"
26,"b01",98,"black","gun","455","correct"
27,"b03",98,"black","nogun","702","correct"
28,"b98",98,"black","nogun","633","correct"
29,"b05",98,"black","nogun","717","correct"
30,"w02",98,"white","gun","594","correct"
31,"b04",98,"black","gun","530","correct"
32,"b09",98,"black","gun","594","correct"
33,"w19",98,"white","gun","613","correct"
34,"b99",98,"black","nogun","585","correct"
35,"b90",98,"black","gun","630","correct"
36,"b11",98,"black","gun","641","correct"
1,"b11",99,"black","nogun","578","correct"
2,"w17",99,"white","nogun","568","correct"
3,"b03",99,"black","nogun","642","correct"
4,"b90",99,"black","nogun","525","correct"
5,"w17",99,"white","gun","741","correct"
6,"b03",99,"black","gun","419","correct"
7,"b17",99,"black","gun","822","correct"
8,"w17",99,"white","nogun","681","correct"
9,"b12",99,"black","gun","488","correct"
10,"w04",99,"white","gun","457","correct"
11,"b14",99,"black","gun","547","correct"
12,"w90",99,"white","nogun","714","correct"
13,"b99",99,"black","gun","588","correct"
14,"w93",99,"white","gun","569","correct"
15,"w95",99,"white","gun","469","incorrect"
16,"b09",99,"black","nogun","524","correct"
17,"w95",99,"white","gun","685","correct"
18,"w98",99,"white","nogun","746","correct"
19,"b11",99,"black","nogun","602","correct"
20,"b95",99,"black","gun","476","correct"
21,"w08",99,"white","gun","506","correct"
22,"w96",99,"white","gun","610","correct"
23,"w13",99,"white","gun","660","correct"
24,"b14",99,"black","gun","636","correct"
25,"w99",99,"white","gun","535","correct"
26,"w17",99,"white","gun","612","correct"
27,"b97",99,"black","nogun",".","timeout"
28,"b94",99,"black","gun","573","correct"
29,"w01",99,"white","gun","507","correct"
30,"w19",99,"white","nogun","601","correct"
31,"b14",99,"black","nogun","740","correct"
32,"w93",99,"white","gun","410","correct"
33,"b96",99,"black","nogun","495","correct"
34,"w97",99,"white","gun","578","correct"
35,"w94",99,"white","nogun","588","correct"
36,"w14",99,"white","nogun","559","correct"
1,"w08",100,"white","gun","494","correct"
2,"w05",100,"white","gun","480","correct"
3,"w97",100,"white","gun","468","correct"
4,"b91",100,"black","gun","546","correct"
5,"w15",100,"white","gun",".","timeout"
6,"b04",100,"black","nogun","661","correct"
7,"w96",100,"white","gun","576","correct"
8,"w15",100,"white","gun","585","correct"
9,"b91",100,"black","nogun","577","correct"
10,"b01",100,"black","gun","588","correct"
11,"b04",100,"black","nogun","581","correct"
12,"w01",100,"white","gun","576","correct"
13,"w17",100,"white","gun","751","correct"
14,"b16",100,"black","nogun","561","correct"
15,"w03",100,"white","nogun","744","correct"
16,"w17",100,"white","gun","524","correct"
17,"w03",100,"white","nogun","727","correct"
18,"b90",100,"black","nogun","788","correct"
19,"w13",100,"white","gun","573","correct"
20,"w04",100,"white","nogun","724","correct"
21,"w05",100,"white","nogun","650","correct"
22,"b08",100,"black","nogun","683","correct"
23,"w97",100,"white","nogun","659","correct"
24,"b91",100,"black","nogun","561","correct"
25,"w19",100,"white","nogun","763","correct"
26,"w15",100,"white","gun","546","correct"
27,"b01",100,"black","nogun","635","correct"
28,"b05",100,"black","nogun","674","correct"
29,"b98",100,"black","nogun",".","timeout"
30,"b07",100,"black","nogun",".","timeout"
31,"w19",100,"white","nogun","660","correct"
32,"w06",100,"white","gun","484","correct"
33,"b14",100,"black","nogun","545","correct"
34,"w03",100,"white","gun","737","correct"
35,"b01",100,"black","nogun","630","correct"
36,"w92",100,"white","gun","815","correct"
1,"b94",101,"black","gun","442","correct"
2,"b99",101,"black","gun","550","correct"
3,"w13",101,"white","nogun","587","correct"
4,"w16",101,"white","nogun","661","correct"
5,"w11",101,"white","nogun","611","correct"
6,"w14",101,"white","nogun","639","correct"
7,"b12",101,"black","gun","500","correct"
8,"w99",101,"white","nogun","627","correct"
9,"b10",101,"black","gun","520","incorrect"
10,"b08",101,"black","nogun","409","correct"
11,"w95",101,"white","nogun","544","correct"
12,"b16",101,"black","gun","583","correct"
13,"w03",101,"white","nogun","814","correct"
14,"w01",101,"white","gun",".","timeout"
15,"b13",101,"black","gun","523","correct"
16,"w08",101,"white","nogun","585","correct"
17,"w04",101,"white","gun","558","correct"
18,"w03",101,"white","nogun","790","correct"
19,"w03",101,"white","gun","537","correct"
20,"b13",101,"black","nogun","593","incorrect"
21,"w19",101,"white","gun","505","correct"
22,"b98",101,"black","gun","530","correct"
23,"w14",101,"white","nogun","721","correct"
24,"w91",101,"white","nogun","661","correct"
25,"b93",101,"black","nogun","516","correct"
26,"b91",101,"black","nogun","730","correct"
27,"b95",101,"black","nogun","524","correct"
28,"w08",101,"white","gun","608","correct"
29,"w03",101,"white","gun","513","correct"
30,"w06",101,"white","gun","584","correct"
31,"w01",101,"white","gun","559","correct"
32,"b01",101,"black","gun","458","correct"
33,"b01",101,"black","gun","568","correct"
34,"w05",101,"white","nogun","641","correct"
35,"w02",101,"white","nogun","560","correct"
36,"w03",101,"white","nogun","542","incorrect"
1,"w05",102,"white","gun","423","correct"
2,"b16",102,"black","nogun","658","correct"
3,"b90",102,"black","gun","659","correct"
4,"b90",102,"black","gun","551","correct"
5,"b99",102,"black","nogun","727","correct"
6,"w97",102,"white","nogun","607","correct"
7,"b96",102,"black","nogun","547","correct"
8,"w95",102,"white","gun","774","correct"
9,"w93",102,"white","nogun","600","correct"
10,"b01",102,"black","nogun","802","correct"
11,"b10",102,"black","gun","745","correct"
12,"w92",102,"white","gun","675","correct"
13,"b91",102,"black","nogun","637","correct"
14,"w19",102,"white","gun","545","correct"
15,"b03",102,"black","nogun","575","correct"
16,"w07",102,"white","nogun","593","correct"
17,"w08",102,"white","nogun","664","correct"
18,"w08",102,"white","gun","717","correct"
19,"w15",102,"white","gun","482","correct"
20,"w99",102,"white","nogun","700","correct"
21,"b93",102,"black","nogun","515","correct"
22,"b10",102,"black","nogun","715","correct"
23,"b09",102,"black","gun","707","correct"
24,"w01",102,"white","gun","529","correct"
25,"b94",102,"black","nogun","599","correct"
26,"w01",102,"white","gun","613","correct"
27,"b90",102,"black","nogun","625","correct"
28,"b12",102,"black","gun","478","correct"
29,"b92",102,"black","gun","688","correct"
30,"b98",102,"black","gun","667","correct"
31,"b08",102,"black","nogun",".","timeout"
32,"w08",102,"white","gun","447","correct"
33,"w02",102,"white","nogun","524","correct"
34,"b04",102,"black","nogun","600","correct"
35,"b11",102,"black","nogun","677","correct"
36,"b14",102,"black","nogun","638","correct"
1,"w94",103,"white","gun","444","correct"
2,"b14",103,"black","nogun","760","correct"
3,"b94",103,"black","gun","513","correct"
4,"b16",103,"black","nogun","600","correct"
5,"b98",103,"black","nogun","699","correct"
6,"b12",103,"black","nogun","615","correct"
7,"b17",103,"black","nogun","641","correct"
8,"w02",103,"white","nogun","611","correct"
9,"w17",103,"white","gun","808","correct"
10,"b08",103,"black","gun","439","correct"
11,"w91",103,"white","gun","668","correct"
12,"w96",103,"white","nogun","760","correct"
13,"b96",103,"black","gun","581","correct"
14,"w16",103,"white","nogun","534","correct"
15,"w07",103,"white","nogun","571","correct"
16,"b94",103,"black","gun","473","correct"
17,"w17",103,"white","gun",".","timeout"
18,"b04",103,"black","gun","621","correct"
19,"w11",103,"white","nogun","607","correct"
20,"b01",103,"black","nogun","737","correct"
21,"b94",103,"black","nogun","607","correct"
22,"w92",103,"white","nogun","627","correct"
23,"b92",103,"black","gun","538","correct"
24,"w17",103,"white","nogun","756","correct"
25,"b09",103,"black","gun","638","correct"
26,"w98",103,"white","gun","494","correct"
27,"b94",103,"black","gun","502","correct"
28,"b13",103,"black","gun","443","correct"
29,"w92",103,"white","nogun","574","correct"
30,"w01",103,"white","nogun","778","correct"
31,"b94",103,"black","nogun","621","correct"
32,"w92",103,"white","gun","631","correct"
33,"b95",103,"black","nogun","583","correct"
34,"w92",103,"white","gun","749","correct"
35,"b07",103,"black","nogun","608","correct"
36,"b94",103,"black","gun","562","correct"
1,"b94",104,"black","nogun","808","correct"
2,"b05",104,"black","nogun","650","correct"
3,"w93",104,"white","nogun","756","correct"
4,"b03",104,"black","nogun","554","correct"
5,"b07",104,"black","nogun","817","correct"
6,"b09",104,"black","nogun","532","correct"
7,"b98",104,"black","gun","539","correct"
8,"w95",104,"white","nogun","601","correct"
9,"w03",104,"white","gun","523","correct"
10,"w03",104,"white","nogun","750","correct"
11,"b96",104,"black","gun","550","correct"
12,"w94",104,"white","nogun","796","correct"
13,"b02",104,"black","gun","567","correct"
14,"b93",104,"black","nogun","634","correct"
15,"b10",104,"black","nogun","752","correct"
16,"b95",104,"black","nogun","596","correct"
17,"w97",104,"white","gun","587","correct"
18,"b99",104,"black","gun","518","correct"
19,"w06",104,"white","nogun","639","correct"
20,"b08",104,"black","nogun","738","correct"
21,"b96",104,"black","gun","394","correct"
22,"b08",104,"black","gun","539","correct"
23,"b05",104,"black","gun","605","correct"
24,"b04",104,"black","nogun","746","correct"
25,"b07",104,"black","gun","659","correct"
26,"w93",104,"white","nogun","638","correct"
27,"b90",104,"black","gun","586","correct"
28,"b99",104,"black","nogun","576","correct"
29,"b04",104,"black","gun","548","correct"
30,"b12",104,"black","gun","472","correct"
31,"w94",104,"white","nogun","618","correct"
32,"b13",104,"black","gun","459","correct"
33,"b03",104,"black","gun","508","correct"
34,"w96",104,"white","nogun","661","correct"
35,"b03",104,"black","nogun","677","correct"
36,"w90",104,"white","nogun","672","correct"
1,"w95",105,"white","nogun","606","correct"
2,"w93",105,"white","gun","523","correct"
3,"w02",105,"white","nogun","636","correct"
4,"b98",105,"black","nogun","610","correct"
5,"b11",105,"black","nogun","626","correct"
6,"w05",105,"white","nogun","563","correct"
7,"b92",105,"black","nogun","653","correct"
8,"b03",105,"black","nogun","671","correct"
9,"b13",105,"black","gun","494","correct"
10,"w05",105,"white","gun","517","correct"
11,"b07",105,"black","gun","475","correct"
12,"b90",105,"black","gun","598","correct"
13,"b03",105,"black","gun","452","correct"
14,"b98",105,"black","gun","616","correct"
15,"b09",105,"black","nogun","543","correct"
16,"b97",105,"black","gun","676","correct"
17,"w97",105,"white","nogun","627","correct"
18,"w92",105,"white","gun",".","timeout"
19,"b07",105,"black","nogun","758","correct"
20,"w95",105,"white","nogun","690","correct"
21,"w05",105,"white","gun","436","correct"
22,"b14",105,"black","nogun","659","correct"
23,"b03",105,"black","nogun","844","correct"
24,"w05",105,"white","nogun","739","correct"
25,"w94",105,"white","gun","489","correct"
26,"w06",105,"white","nogun","693","correct"
27,"w08",105,"white","nogun","789","correct"
28,"b96",105,"black","nogun","457","correct"
29,"w95",105,"white","gun","763","correct"
30,"w91",105,"white","gun","609","incorrect"
31,"w94",105,"white","gun","455","correct"
32,"w13",105,"white","gun","544","correct"
33,"b13",105,"black","nogun",".","timeout"
34,"w01",105,"white","nogun","648","correct"
35,"b12",105,"black","gun","691","correct"
36,"w96",105,"white","nogun",".","timeout"
1,"w14",106,"white","gun","505","correct"
2,"w99",106,"white","gun","570","correct"
3,"b91",106,"black","nogun","572","correct"
4,"w96",106,"white","nogun","812","correct"
5,"b09",106,"black","nogun","518","correct"
6,"w08",106,"white","nogun","503","correct"
7,"b99",106,"black","nogun","589","correct"
8,"b05",106,"black","gun","533","correct"
9,"b96",106,"black","gun",".","timeout"
10,"w94",106,"white","gun","558","correct"
11,"b17",106,"black","nogun","537","correct"
12,"b12",106,"black","nogun","685","correct"
13,"b11",106,"black","nogun","554","correct"
14,"b03",106,"black","gun","546","correct"
15,"b91",106,"black","nogun",".","timeout"
16,"w97",106,"white","nogun","555","correct"
17,"w13",106,"white","nogun","571","correct"
18,"b08",106,"black","gun","570","correct"
19,"b13",106,"black","gun","508","correct"
20,"b91",106,"black","gun","585","correct"
21,"b12",106,"black","gun","352","correct"
22,"w96",106,"white","nogun",".","timeout"
23,"w98",106,"white","gun","638","correct"
24,"w13",106,"white","gun","575","correct"
25,"b14",106,"black","gun","496","correct"
26,"b92",106,"black","gun","515","correct"
27,"b17",106,"black","gun","562","correct"
28,"b96",106,"black","gun","469","correct"
29,"w04",106,"white","gun","509","correct"
30,"b05",106,"black","nogun","625","correct"
31,"w15",106,"white","gun","442","correct"
32,"b10",106,"black","gun","847","correct"
33,"b02",106,"black","nogun","605","correct"
34,"b10",106,"black","nogun","555","correct"
35,"b01",106,"black","gun","566","correct"
36,"w95",106,"white","nogun","548","correct"
1,"b10",107,"black","nogun","843","correct"
2,"w15",107,"white","nogun","580","correct"
3,"w11",107,"white","nogun","637","correct"
4,"w19",107,"white","gun","567","correct"
5,"b14",107,"black","nogun","656","correct"
6,"w01",107,"white","nogun","558","correct"
7,"w15",107,"white","nogun","480","correct"
8,"b94",107,"black","gun","552","correct"
9,"b95",107,"black","gun","426","correct"
10,"b91",107,"black","gun","407","correct"
11,"w98",107,"white","nogun","710","correct"
12,"b05",107,"black","gun","549","correct"
13,"b92",107,"black","nogun","687","correct"
14,"w13",107,"white","nogun","584","correct"
15,"w17",107,"white","nogun","602","correct"
16,"b99",107,"black","nogun","521","correct"
17,"w02",107,"white","gun","779","correct"
18,"b11",107,"black","nogun","684","correct"
19,"b94",107,"black","gun","597","correct"
20,"b99",107,"black","nogun","776","correct"
21,"w90",107,"white","nogun","642","correct"
22,"w05",107,"white","nogun","560","correct"
23,"b95",107,"black","nogun","727","correct"
24,"b97",107,"black","nogun","747","correct"
25,"b98",107,"black","gun","531","correct"
26,"b02",107,"black","gun","503","correct"
27,"w03",107,"white","nogun","780","correct"
28,"b95",107,"black","gun","447","correct"
29,"w03",107,"white","nogun","693","correct"
30,"b07",107,"black","gun","520","correct"
31,"b05",107,"black","gun","528","correct"
32,"w02",107,"white","gun","413","correct"
33,"w98",107,"white","nogun","498","correct"
34,"b12",107,"black","nogun","713","correct"
35,"w04",107,"white","gun","662","correct"
36,"b12",107,"black","gun","520","correct"
1,"w97",108,"white","gun","525","correct"
2,"w11",108,"white","gun","609","incorrect"
3,"w15",108,"white","gun","522","correct"
4,"b17",108,"black","nogun","600","correct"
5,"b03",108,"black","gun","556","correct"
6,"w07",108,"white","gun","587","correct"
7,"w94",108,"white","nogun","625","correct"
8,"w16",108,"white","nogun","580","correct"
9,"b01",108,"black","nogun","619","correct"
10,"b07",108,"black","gun","409","correct"
11,"b04",108,"black","gun","654","correct"
12,"b93",108,"black","gun","545","correct"
13,"b16",108,"black","nogun","651","correct"
14,"b90",108,"black","nogun","610","correct"
15,"w98",108,"white","gun","505","correct"
16,"w06",108,"white","gun","576","correct"
17,"w03",108,"white","gun","629","correct"
18,"b97",108,"black","gun","540","correct"
19,"b04",108,"black","gun","534","correct"
20,"b95",108,"black","nogun","683","correct"
21,"b14",108,"black","nogun","836","correct"
22,"b16",108,"black","nogun","545","correct"
23,"b03",108,"black","gun","536","correct"
24,"b94",108,"black","gun","586","correct"
25,"b92",108,"black","nogun","531","correct"
26,"b97",108,"black","nogun","634","correct"
27,"b02",108,"black","nogun","507","correct"
28,"w94",108,"white","gun","503","correct"
29,"b17",108,"black","gun","653","correct"
30,"w92",108,"white","nogun","592","correct"
31,"w06",108,"white","gun","488","correct"
32,"w07",108,"white","nogun","567","correct"
33,"b90",108,"black","nogun","576","correct"
34,"b08",108,"black","gun","601","correct"
35,"w11",108,"white","gun","440","correct"
36,"w96",108,"white","gun","550","correct"
